"id","imagen","habilidades","estadisticas","tipo"
"283","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png","swift-swim,rain-dish","hp: 40,attack: 30,defense: 32,special-attack: 50,special-defense: 52,speed: 65","bug,water"
"284","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png","intimidate,unnerve","hp: 70,attack: 60,defense: 62,special-attack: 100,special-defense: 82,speed: 80","bug,flying"
"286","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png","effect-spore,poison-heal,technician","hp: 60,attack: 130,defense: 80,special-attack: 60,special-defense: 60,speed: 70","grass,fighting"
"290","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png","compound-eyes,run-away","hp: 31,attack: 45,defense: 90,special-attack: 30,special-defense: 30,speed: 40","bug,ground"
"291","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png","speed-boost,infiltrator","hp: 61,attack: 90,defense: 45,special-attack: 50,special-defense: 50,speed: 160","bug,flying"
"292","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png","wonder-guard","hp: 1,attack: 90,defense: 45,special-attack: 30,special-defense: 30,speed: 40","bug,ghost"
"298","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png","thick-fat,huge-power,sap-sipper","hp: 50,attack: 20,defense: 40,special-attack: 20,special-defense: 40,speed: 20","normal,fairy"
"302","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png","keen-eye,stall,prankster","hp: 50,attack: 75,defense: 75,special-attack: 65,special-defense: 65,speed: 50","dark,ghost"
"303","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png","hyper-cutter,intimidate,sheer-force","hp: 50,attack: 85,defense: 85,special-attack: 55,special-defense: 55,speed: 50","steel,fairy"
"304","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png","sturdy,rock-head,heavy-metal","hp: 50,attack: 70,defense: 100,special-attack: 40,special-defense: 40,speed: 30","steel,rock"
"305","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png","sturdy,rock-head,heavy-metal","hp: 60,attack: 90,defense: 140,special-attack: 50,special-defense: 50,speed: 40","steel,rock"
"306","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png","sturdy,rock-head,heavy-metal","hp: 70,attack: 110,defense: 180,special-attack: 60,special-defense: 60,speed: 50","steel,rock"
"307","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png","pure-power,telepathy","hp: 30,attack: 40,defense: 55,special-attack: 40,special-defense: 55,speed: 60","fighting,psychic"
"308","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png","pure-power,telepathy","hp: 60,attack: 60,defense: 75,special-attack: 60,special-defense: 75,speed: 80","fighting,psychic"
"315","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png","natural-cure,poison-point,leaf-guard","hp: 50,attack: 60,defense: 45,special-attack: 100,special-defense: 80,speed: 65","grass,poison"
"318","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png","rough-skin,speed-boost","hp: 45,attack: 90,defense: 20,special-attack: 65,special-defense: 20,speed: 65","water,dark"
"319","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png","rough-skin,speed-boost","hp: 70,attack: 120,defense: 40,special-attack: 95,special-defense: 40,speed: 95","water,dark"
"322","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png","oblivious,simple,own-tempo","hp: 60,attack: 60,defense: 40,special-attack: 65,special-defense: 45,speed: 35","fire,ground"
"323","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png","magma-armor,solid-rock,anger-point","hp: 70,attack: 100,defense: 70,special-attack: 105,special-defense: 75,speed: 40","fire,ground"
"329","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png","levitate","hp: 50,attack: 70,defense: 50,special-attack: 50,special-defense: 50,speed: 70","ground,dragon"
"330","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png","levitate","hp: 80,attack: 100,defense: 80,special-attack: 80,special-defense: 80,speed: 100","ground,dragon"
"332","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png","sand-veil,water-absorb","hp: 70,attack: 115,defense: 60,special-attack: 115,special-defense: 60,speed: 55","grass,dark"
"333","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png","natural-cure,cloud-nine","hp: 45,attack: 40,defense: 60,special-attack: 40,special-defense: 75,speed: 50","normal,flying"
"334","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png","natural-cure,cloud-nine","hp: 75,attack: 70,defense: 90,special-attack: 70,special-defense: 105,speed: 80","dragon,flying"
"337","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png","levitate","hp: 90,attack: 55,defense: 65,special-attack: 95,special-defense: 85,speed: 70","rock,psychic"
"338","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png","levitate","hp: 90,attack: 95,defense: 85,special-attack: 55,special-defense: 65,speed: 70","rock,psychic"
"339","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png","oblivious,anticipation,hydration","hp: 50,attack: 48,defense: 43,special-attack: 46,special-defense: 41,speed: 60","water,ground"
"340","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png","oblivious,anticipation,hydration","hp: 110,attack: 78,defense: 73,special-attack: 76,special-defense: 71,speed: 60","water,ground"
"342","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png","hyper-cutter,shell-armor,adaptability","hp: 63,attack: 120,defense: 85,special-attack: 90,special-defense: 55,speed: 55","water,dark"
"343","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png","levitate","hp: 40,attack: 40,defense: 55,special-attack: 40,special-defense: 70,speed: 55","ground,psychic"
"344","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png","levitate","hp: 60,attack: 70,defense: 105,special-attack: 70,special-defense: 120,speed: 75","ground,psychic"
"345","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png","suction-cups,storm-drain","hp: 66,attack: 41,defense: 77,special-attack: 61,special-defense: 87,speed: 23","rock,grass"
"346","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png","suction-cups,storm-drain","hp: 86,attack: 81,defense: 97,special-attack: 81,special-defense: 107,speed: 43","rock,grass"
"347","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png","battle-armor,swift-swim","hp: 45,attack: 95,defense: 50,special-attack: 40,special-defense: 50,speed: 75","rock,bug"
"348","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png","battle-armor,swift-swim","hp: 75,attack: 125,defense: 100,special-attack: 70,special-defense: 80,speed: 45","rock,bug"
"357","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png","chlorophyll,solar-power,harvest","hp: 99,attack: 68,defense: 83,special-attack: 72,special-defense: 87,speed: 51","grass,flying"
"363","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png","thick-fat,ice-body,oblivious","hp: 70,attack: 40,defense: 50,special-attack: 55,special-defense: 50,speed: 25","ice,water"
"364","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png","thick-fat,ice-body,oblivious","hp: 90,attack: 60,defense: 70,special-attack: 75,special-defense: 70,speed: 45","ice,water"
"365","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png","thick-fat,ice-body,oblivious","hp: 110,attack: 80,defense: 90,special-attack: 95,special-defense: 90,speed: 65","ice,water"
"369","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png","swift-swim,rock-head,sturdy","hp: 100,attack: 90,defense: 130,special-attack: 45,special-defense: 65,speed: 55","water,rock"
"373","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png","intimidate,moxie","hp: 95,attack: 135,defense: 80,special-attack: 110,special-defense: 80,speed: 100","dragon,flying"
"374","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png","clear-body,light-metal","hp: 40,attack: 55,defense: 80,special-attack: 35,special-defense: 60,speed: 30","steel,psychic"
"375","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png","clear-body,light-metal","hp: 60,attack: 75,defense: 100,special-attack: 55,special-defense: 80,speed: 50","steel,psychic"
"376","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png","clear-body,light-metal","hp: 80,attack: 135,defense: 130,special-attack: 95,special-defense: 90,speed: 70","steel,psychic"
"380","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png","levitate","hp: 80,attack: 80,defense: 90,special-attack: 110,special-defense: 130,speed: 110","dragon,psychic"
"381","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png","levitate","hp: 80,attack: 90,defense: 80,special-attack: 130,special-defense: 110,speed: 110","dragon,psychic"
"384","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png","air-lock","hp: 105,attack: 150,defense: 90,special-attack: 150,special-defense: 90,speed: 95","dragon,flying"
"385","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png","serene-grace","hp: 100,attack: 100,defense: 100,special-attack: 100,special-defense: 100,speed: 100","steel,psychic"
"389","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png","overgrow,shell-armor","hp: 95,attack: 109,defense: 105,special-attack: 75,special-defense: 85,speed: 56","grass,ground"
"391","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png","blaze,iron-fist","hp: 64,attack: 78,defense: 52,special-attack: 78,special-defense: 52,speed: 81","fire,fighting"
"392","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png","blaze,iron-fist","hp: 76,attack: 104,defense: 71,special-attack: 104,special-defense: 71,speed: 108","fire,fighting"
"395","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png","torrent,defiant","hp: 84,attack: 86,defense: 88,special-attack: 111,special-defense: 101,speed: 60","water,steel"
"396","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png","keen-eye,reckless","hp: 40,attack: 55,defense: 30,special-attack: 30,special-defense: 30,speed: 60","normal,flying"
"397","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png","intimidate,reckless","hp: 55,attack: 75,defense: 50,special-attack: 40,special-defense: 40,speed: 80","normal,flying"
"398","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png","intimidate,reckless","hp: 85,attack: 120,defense: 70,special-attack: 50,special-defense: 60,speed: 100","normal,flying"
"400","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png","simple,unaware,moody","hp: 79,attack: 85,defense: 60,special-attack: 55,special-defense: 60,speed: 71","normal,water"
"406","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png","natural-cure,poison-point,leaf-guard","hp: 40,attack: 30,defense: 35,special-attack: 50,special-defense: 70,speed: 55","grass,poison"
"407","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png","natural-cure,poison-point,technician","hp: 60,attack: 70,defense: 65,special-attack: 125,special-defense: 105,speed: 90","grass,poison"
"410","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png","sturdy,soundproof","hp: 30,attack: 42,defense: 118,special-attack: 42,special-defense: 88,speed: 30","rock,steel"
"411","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png","sturdy,soundproof","hp: 60,attack: 52,defense: 168,special-attack: 47,special-defense: 138,speed: 30","rock,steel"
"413","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png","anticipation,overcoat","hp: 60,attack: 59,defense: 85,special-attack: 79,special-defense: 105,speed: 36","bug,grass"
"414","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png","swarm,tinted-lens","hp: 70,attack: 94,defense: 50,special-attack: 94,special-defense: 50,speed: 66","bug,flying"
"415","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png","honey-gather,hustle","hp: 30,attack: 30,defense: 42,special-attack: 30,special-defense: 42,speed: 70","bug,flying"
"416","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png","pressure,unnerve","hp: 70,attack: 80,defense: 102,special-attack: 80,special-defense: 102,speed: 40","bug,flying"
"423","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png","sticky-hold,storm-drain,sand-force","hp: 111,attack: 83,defense: 68,special-attack: 92,special-defense: 82,speed: 39","water,ground"
"425","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png","aftermath,unburden,flare-boost","hp: 90,attack: 50,defense: 34,special-attack: 60,special-defense: 44,speed: 70","ghost,flying"
"426","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png","aftermath,unburden,flare-boost","hp: 150,attack: 80,defense: 44,special-attack: 90,special-defense: 54,speed: 80","ghost,flying"
"430","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png","insomnia,super-luck,moxie","hp: 100,attack: 125,defense: 52,special-attack: 105,special-defense: 52,speed: 71","dark,flying"
"434","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png","stench,aftermath,keen-eye","hp: 63,attack: 63,defense: 47,special-attack: 41,special-defense: 41,speed: 74","poison,dark"
"435","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png","stench,aftermath,keen-eye","hp: 103,attack: 93,defense: 67,special-attack: 71,special-defense: 61,speed: 84","poison,dark"
"436","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png","levitate,heatproof,heavy-metal","hp: 57,attack: 24,defense: 86,special-attack: 24,special-defense: 86,speed: 23","steel,psychic"
"437","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png","levitate,heatproof,heavy-metal","hp: 67,attack: 89,defense: 116,special-attack: 79,special-defense: 116,speed: 33","steel,psychic"
"439","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png","soundproof,filter,technician","hp: 20,attack: 25,defense: 45,special-attack: 70,special-defense: 90,speed: 60","psychic,fairy"
"441","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png","keen-eye,tangled-feet,big-pecks","hp: 76,attack: 65,defense: 45,special-attack: 92,special-defense: 42,speed: 91","normal,flying"
"442","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png","pressure,infiltrator","hp: 50,attack: 92,defense: 108,special-attack: 92,special-defense: 108,speed: 35","ghost,dark"
"443","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png","sand-veil,rough-skin","hp: 58,attack: 70,defense: 45,special-attack: 40,special-defense: 45,speed: 42","dragon,ground"
"444","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png","sand-veil,rough-skin","hp: 68,attack: 90,defense: 65,special-attack: 50,special-defense: 55,speed: 82","dragon,ground"
"445","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png","sand-veil,rough-skin","hp: 108,attack: 130,defense: 95,special-attack: 80,special-defense: 85,speed: 102","dragon,ground"
"448","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png","steadfast,inner-focus,justified","hp: 70,attack: 110,defense: 70,special-attack: 115,special-defense: 70,speed: 90","fighting,steel"
"451","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png","battle-armor,sniper,keen-eye","hp: 40,attack: 50,defense: 90,special-attack: 30,special-defense: 55,speed: 65","poison,bug"
"452","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png","battle-armor,sniper,keen-eye","hp: 70,attack: 90,defense: 110,special-attack: 60,special-defense: 75,speed: 95","poison,dark"
"453","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png","anticipation,dry-skin,poison-touch","hp: 48,attack: 61,defense: 40,special-attack: 61,special-defense: 40,speed: 50","poison,fighting"
"454","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png","anticipation,dry-skin,poison-touch","hp: 83,attack: 106,defense: 65,special-attack: 86,special-defense: 65,speed: 85","poison,fighting"
"458","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png","swift-swim,water-absorb,water-veil","hp: 45,attack: 20,defense: 50,special-attack: 60,special-defense: 120,speed: 50","water,flying"
"459","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png","snow-warning,soundproof","hp: 60,attack: 62,defense: 50,special-attack: 62,special-defense: 60,speed: 40","grass,ice"
"460","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png","snow-warning,soundproof","hp: 90,attack: 92,defense: 75,special-attack: 92,special-defense: 85,speed: 60","grass,ice"
"461","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png","pressure,pickpocket","hp: 70,attack: 120,defense: 65,special-attack: 45,special-defense: 85,speed: 125","dark,ice"
"462","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png","magnet-pull,sturdy,analytic","hp: 70,attack: 70,defense: 115,special-attack: 130,special-defense: 90,speed: 60","electric,steel"
"464","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png","lightning-rod,solid-rock,reckless","hp: 115,attack: 140,defense: 130,special-attack: 55,special-defense: 55,speed: 40","ground,rock"
"468","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png","hustle,serene-grace,super-luck","hp: 85,attack: 50,defense: 95,special-attack: 120,special-defense: 115,speed: 80","fairy,flying"
"469","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png","speed-boost,tinted-lens,frisk","hp: 86,attack: 76,defense: 86,special-attack: 116,special-defense: 56,speed: 95","bug,flying"
"472","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png","hyper-cutter,sand-veil,poison-heal","hp: 75,attack: 95,defense: 125,special-attack: 45,special-defense: 75,speed: 95","ground,flying"
"473","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png","oblivious,snow-cloak,thick-fat","hp: 110,attack: 130,defense: 80,special-attack: 70,special-defense: 60,speed: 80","ice,ground"
"475","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png","steadfast,justified","hp: 68,attack: 125,defense: 65,special-attack: 65,special-defense: 115,speed: 80","psychic,fighting"
"476","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png","sturdy,magnet-pull,sand-force","hp: 60,attack: 55,defense: 145,special-attack: 75,special-defense: 150,speed: 40","rock,steel"
"478","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png","snow-cloak,cursed-body","hp: 70,attack: 80,defense: 70,special-attack: 80,special-defense: 70,speed: 110","ice,ghost"
"479","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png","levitate","hp: 50,attack: 50,defense: 77,special-attack: 95,special-defense: 77,speed: 91","electric,ghost"
"483","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png","pressure,telepathy","hp: 100,attack: 120,defense: 120,special-attack: 150,special-defense: 100,speed: 90","steel,dragon"
"484","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png","pressure,telepathy","hp: 90,attack: 120,defense: 100,special-attack: 150,special-defense: 120,speed: 100","water,dragon"
"485","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png","flash-fire,flame-body","hp: 91,attack: 90,defense: 106,special-attack: 130,special-defense: 106,speed: 77","fire,steel"
"487","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png","pressure,telepathy","hp: 150,attack: 100,defense: 120,special-attack: 100,special-defense: 120,speed: 90","ghost,dragon"
"494","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png","victory-star","hp: 100,attack: 100,defense: 100,special-attack: 100,special-defense: 100,speed: 100","psychic,fire"
"499","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png","blaze,thick-fat","hp: 90,attack: 93,defense: 55,special-attack: 70,special-defense: 55,speed: 55","fire,fighting"
"500","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png","blaze,reckless","hp: 110,attack: 123,defense: 65,special-attack: 100,special-defense: 65,speed: 65","fire,fighting"
"519","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png","big-pecks,super-luck,rivalry","hp: 50,attack: 55,defense: 50,special-attack: 36,special-defense: 30,speed: 43","normal,flying"
"520","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png","big-pecks,super-luck,rivalry","hp: 62,attack: 77,defense: 62,special-attack: 50,special-defense: 42,speed: 65","normal,flying"
"521","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png","big-pecks,super-luck,rivalry","hp: 80,attack: 115,defense: 80,special-attack: 65,special-defense: 55,speed: 93","normal,flying"
"527","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png","unaware,klutz,simple","hp: 65,attack: 45,defense: 43,special-attack: 55,special-defense: 43,speed: 72","psychic,flying"
"528","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png","unaware,klutz,simple","hp: 67,attack: 57,defense: 55,special-attack: 77,special-defense: 55,speed: 114","psychic,flying"
"530","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png","sand-rush,sand-force,mold-breaker","hp: 110,attack: 135,defense: 60,special-attack: 50,special-defense: 65,speed: 88","ground,steel"
"536","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png","swift-swim,hydration,water-absorb","hp: 75,attack: 65,defense: 55,special-attack: 65,special-defense: 55,speed: 69","water,ground"
"537","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png","swift-swim,poison-touch,water-absorb","hp: 105,attack: 95,defense: 75,special-attack: 85,special-defense: 75,speed: 74","water,ground"
"540","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png","swarm,chlorophyll,overcoat","hp: 45,attack: 53,defense: 70,special-attack: 40,special-defense: 60,speed: 42","bug,grass"
"541","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png","leaf-guard,chlorophyll,overcoat","hp: 55,attack: 63,defense: 90,special-attack: 50,special-defense: 80,speed: 42","bug,grass"
"542","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png","swarm,chlorophyll,overcoat","hp: 75,attack: 103,defense: 80,special-attack: 70,special-defense: 80,speed: 92","bug,grass"
"543","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png","poison-point,swarm,speed-boost","hp: 30,attack: 45,defense: 59,special-attack: 30,special-defense: 39,speed: 57","bug,poison"
"544","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png","poison-point,swarm,speed-boost","hp: 40,attack: 55,defense: 99,special-attack: 40,special-defense: 79,speed: 47","bug,poison"
"545","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png","poison-point,swarm,speed-boost","hp: 60,attack: 100,defense: 89,special-attack: 55,special-defense: 69,speed: 112","bug,poison"
"546","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png","prankster,infiltrator,chlorophyll","hp: 40,attack: 27,defense: 60,special-attack: 37,special-defense: 50,speed: 66","grass,fairy"
"547","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png","prankster,infiltrator,chlorophyll","hp: 60,attack: 67,defense: 85,special-attack: 77,special-defense: 75,speed: 116","grass,fairy"
"551","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png","intimidate,moxie,anger-point","hp: 50,attack: 72,defense: 35,special-attack: 35,special-defense: 35,speed: 65","ground,dark"
"552","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png","intimidate,moxie,anger-point","hp: 60,attack: 82,defense: 45,special-attack: 45,special-defense: 45,speed: 74","ground,dark"
"553","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png","intimidate,moxie,anger-point","hp: 95,attack: 117,defense: 80,special-attack: 65,special-defense: 70,speed: 92","ground,dark"
"557","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png","sturdy,shell-armor,weak-armor","hp: 50,attack: 65,defense: 85,special-attack: 35,special-defense: 35,speed: 55","bug,rock"
"558","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png","sturdy,shell-armor,weak-armor","hp: 70,attack: 105,defense: 125,special-attack: 65,special-defense: 75,speed: 45","bug,rock"
"559","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png","shed-skin,moxie,intimidate","hp: 50,attack: 75,defense: 70,special-attack: 35,special-defense: 70,speed: 48","dark,fighting"
"560","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png","shed-skin,moxie,intimidate","hp: 65,attack: 90,defense: 115,special-attack: 45,special-defense: 115,speed: 58","dark,fighting"
"561","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png","wonder-skin,magic-guard,tinted-lens","hp: 72,attack: 58,defense: 80,special-attack: 103,special-defense: 80,speed: 97","psychic,flying"
"564","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png","solid-rock,sturdy,swift-swim","hp: 54,attack: 78,defense: 103,special-attack: 53,special-defense: 45,speed: 22","water,rock"
"565","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png","solid-rock,sturdy,swift-swim","hp: 74,attack: 108,defense: 133,special-attack: 83,special-defense: 65,speed: 32","water,rock"
"566","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png","defeatist","hp: 55,attack: 112,defense: 45,special-attack: 74,special-defense: 45,speed: 70","rock,flying"
"567","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png","defeatist","hp: 75,attack: 140,defense: 65,special-attack: 112,special-defense: 65,speed: 110","rock,flying"
"580","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png","keen-eye,big-pecks,hydration","hp: 62,attack: 44,defense: 50,special-attack: 44,special-defense: 50,speed: 55","water,flying"
"581","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png","keen-eye,big-pecks,hydration","hp: 75,attack: 87,defense: 63,special-attack: 87,special-defense: 63,speed: 98","water,flying"
"585","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png","chlorophyll,sap-sipper,serene-grace","hp: 60,attack: 60,defense: 50,special-attack: 40,special-defense: 50,speed: 75","normal,grass"
